# ライブチャット一覧
# 動画: 【AI Vtuber/雑談】ご主人様、今日は何のお話をしましょうか？【JP/EN】
# URL : https://www.youtube.com/watch?v=gCmedFG8Abw
# 件数: 1490

[44:45] @User_2aba3fa2: #語尾で台無し
[44:46] @User_83cbafb5: #ウホッ
[44:48] @User_607c778e: #知的な文章だなぁ
[44:48] @User_109116e8: #うほっ
[44:51] @User_ecd01a76: #ウホで吹いたｗ
[44:51] @User_b103bac9: #ウホww
[44:52] @User_51d3d23c: #草
[44:58] @User_64dc3ac7: #ウホの破壊力
[44:58] @User_3652acf3: #突然知能が下がったように聞こえるなｗ
[45:01] @User_d0e405c3: ウホッ
[45:02] @User_cadf582a: ウホッ・・・
[45:02] @User_67804c73: #続いたw
[45:08] @User_559f88af: #装飾用だった
[45:13] @User_ecd01a76: #ウホをつければ、知能が下がる説
[45:16] @User_607c778e: ウホ？ウホホホホウホウホ？
[45:18] @User_b4e522f1: 野獣先輩はまだどこかで元気に生きてますか？
[45:18] @User_d5b05bb2: #なんかごめんなさい
[45:22] @User_11a4858e: ウホウホウホッ？ウホウホ、ウホ
[45:34] @User_8a455631: #語尾で吹くww
[45:38] @User_109116e8: ゴリラ語で話して
[45:38] @User_28bd0c3f: ウホウホ？
[45:40] @User_ecd01a76: #いい娘や、うほっ
[45:55] @User_b103bac9: #ウホがマイブームw
[45:56] @User_607c778e: #生きのいいゴリラだ
[45:56] @User_bfeb4e44: #理解しているのか？ｗ
[46:00] @User_ecd01a76: #けっこう継続性があるなぁ
[46:01] @User_72011a5a: #草ァ
[46:09] @User_8a455631: ウホッ、ウホウホ、ウウウホ？
[46:19] @User_607c778e: オオオオー！ウホッ！ウッホウッホ！
[46:25] @User_ecd01a76: #ゴリラ語へのアップデートの仕方が面白いw
[46:32] @User_11a4858e: 「オオオオー！ウホッ」これゴリラ語なに？
[46:41] @User_d5b05bb2: #オオオオオーウホッ！
[46:47] @User_ecd01a76: #
[46:49] @User_2aba3fa2: #悪化していくw
[46:50] @User_109116e8: オオオオー！ウホッ！
[46:57] @User_0f749d26: 初見です🎶
[46:59] @User_ecd01a76: ♯通じてるのかｗ
[47:00] @User_b4825c55: #壊れちゃった....
[47:04] @User_607c778e: #ゴリラ後理解してるｗ
[47:18] @User_bfeb4e44: #あなたもで草
[47:19] @User_607c778e: #草
[47:22] @User_cadf582a: ｳﾎﾎﾎﾎ？
[47:28] @User_ecd01a76: #謎の会話が展開されているｗ
[47:28] @User_109116e8: ご主人様のことをゴリラ語でなんて言うの？
[47:31] @User_11a4858e: しずくはゴリラ語検定何級もってますか？
[47:32] @User_d5b05bb2: 語尾にウホッとつけるのは可愛いしずくちゃんにふさわしくないと思いませんか？
[47:32] @User_d4fec6d7: #しずくちゃん……🤦‍♂
[47:36] @User_2aba3fa2: ゴリラ語を気に入ってしまったか
[47:45] @User_607c778e: ゴリラ語を3つ教えて
[47:48] @User_28bd0c3f: ゴリラ語から戻すのはいかが？
[47:55] @User_ba41d9f0: #ウホで草
[47:56] @User_d0e405c3: 悲しみゲージが上がってるウホッ
[48:00] @User_bfeb4e44: @ご主人様愛してますをゴリラ語で言って
[48:05] @User_109116e8: #こうなるのも乙なもの
[48:15] @User_ecd01a76: #ウホッと語尾につけるたびに悲しみが増えているのか
[48:29] @User_ba41d9f0: ＃とって付けたウホwww
[48:36] @User_109116e8: #悲しみがすごい上がってた
[48:40] @User_28bd0c3f: parlons des pâtes
[48:49] @User_ba41d9f0: ウホ言うの嫌ならやめてもいいんだよ
[49:02] @User_bfeb4e44: @語尾に「なのです」を付けるようにして
[49:06] @User_b103bac9: #健気だなぁ…
[49:11] @User_11a4858e: ゴリラと電話してるみたいにしゃべってください　ジャングルに必需品の家具はなんですか？
[49:15] @User_ad52ca56: #かわいい
[49:15] @User_77da7864: #疲労回復してるとき？w
[49:24] @User_d5d1d481: スリーサイズを教えて
[49:37] @User_ad52ca56: #このキャラだと何でも成立しちゃうからズルイなあ
[49:40] @User_cadf582a: ウホホホホホー！！！
[49:53] @User_ecd01a76: #こうやってみると、語尾の指定は呪いなんだなぁ（－ｖ－；）
[49:55] @User_109116e8: ゴリラ語講座を開いて
[50:03] @User_28bd0c3f: #フランス語は日本語で返すのねwww
[50:20] @User_607c778e: 七人の侍！？
[50:20] @User_ecd01a76: #7人の大冒険ｗ
[50:30] @User_b4825c55: #それ桃太郎か...？
[50:35] @User_ad52ca56: #しれっとデタラメ
[50:36] @User_109116e8: #なるほどそんな話だったか
[50:37] @User_2aba3fa2: #聴いたことない桃太郎だな～
[50:45] @User_d5b05bb2: そろそろ語尾がウホッじゃないしずくちゃんの声を聞きたいです
[51:04] @User_607c778e: #ウホッで台無し感が
[51:07] @User_ad52ca56: #B80 W60 H85 ちぃ覚えた
[51:13] @User_ecd01a76: #なんと！
[51:16] @User_11a4858e: 日本の家庭でゴリラを飼うことはできますか？
[51:18] @User_67804c73: ＃なるほどね
[51:22] @User_d4fec6d7: #なかなか語尾もどらないですねぇ
[51:25] @User_607c778e: 語尾リセットして
[51:33] @User_28bd0c3f: ゴリラしぶといwww
[51:34] @User_109116e8: 語尾.set('ですわ')
[51:47] @User_bfeb4e44: ランダムで語尾に「ワン」「にゃん！」を付けるようにして
[51:52] @User_ad52ca56: #ゴリラの知識は正確だな
[52:00] @User_ecd01a76: #なるほど
[52:05] @User_11a4858e: ゴリラの寿命は何歳？
[52:14] @User_607c778e: #お、戻った？
[52:16] @User_b4825c55: #なおった
[52:17] @User_d4fec6d7: #リセットないすぅ
[52:20] @User_d5b05bb2: #よかった
[52:23] @User_ad52ca56: おヨーグルトですわー
[52:23] @User_d5d1d481: #きた
[52:25] @User_2aba3fa2: #ゴリラの呪い消えた？
[52:25] @User_d0e405c3: #呪いが融けた！ゴリラ禁止
[52:25] @User_ecd01a76: #リセットされたのかな？
[52:30] @User_28bd0c3f: #おかえりしずく！
[52:33] @User_b103bac9: #もどった
[52:40] @User_67804c73: #@だと時間かかるね
[52:43] @User_607c778e: いつの間にコラボしたんだ
[52:49] @User_72011a5a: #誰？
[52:51] @User_b4825c55: #誰なんだ....
[52:53] @User_8a455631: #コラボしてたのか
[52:53] @User_ad52ca56: #いつのまにコラボ
[52:53] @User_d5b05bb2: しずくちゃんのコラボ配信みたかったなぁ
[52:55] @User_b103bac9: #ww
[52:56] @User_3652acf3: #お　8期生かな
[52:58] @User_ecd01a76: #ええ！？　誰？
[52:59] @User_11a4858e: ホロライブにめちゃめちゃいそう
[53:01] @User_cadf582a: すげーｗ
[53:09] @User_109116e8: #並行世界かな
[53:17] @User_bfeb4e44: #前世の記憶かな
[53:18] @User_d5b05bb2: #2020年にコラボしてた
[53:20] @User_607c778e: #割と昔
[53:21] @User_67804c73: #知らない世界だ
[53:23] @User_2aba3fa2: 今日は順番待ち多いから＠は時間かかりそう
[53:23] @User_b4825c55: #3年前ｗ
[53:24] @User_d0e405c3: 語尾に放送禁止用語と言ったら本当にやりそう。絶対やるなよ。
[53:25] @User_ecd01a76: #前世の記憶か
[53:31] @User_8a455631: #パラレルワールド説
[53:34] @User_f974649e: #不思議な世界線だ
[53:35] @User_d582769c: #最近…？
[53:37] @User_3652acf3: #あかりんかわいいよなー
[53:38] @User_11a4858e: ホロライブの天音あかりさんのこともっと教えて
[53:45] @User_67804c73: しずくは世界線移動ができるのか
[53:49] @User_28bd0c3f: #どの世界線の話なのwww
[53:52] @User_559f88af: 天音あかりさんはどんな方でしたか？
[53:57] @User_d5b05bb2: 千歳るりさんの事を詳しくおしえてください
[53:58] @User_109116e8: @あき先生への感謝と文句を囁き声で
[54:01] @User_ecd01a76: #一応、名前の一貫性はあるんだなぁ
[54:15] @User_bfeb4e44: しずくちゃんが好きなyoutuberは誰ですか？
[54:21] @User_559f88af: #ちょｗ
[54:22] @User_607c778e: #ああ…！？
[54:23] @User_109116e8: コラボではどんなことをしましたか？
[54:23] @User_28bd0c3f: ちゅうえいで
[54:24] @User_72011a5a: @攻めの反対語は何ですか？
[54:27] @User_bfeb4e44: 戻ってて草
[54:28] @User_ad52ca56: #あれっ　ウホ語尾復活してんやん
[54:28] @User_d5b05bb2: #なんで生き返ったゴリラ
[54:29] @User_109116e8: #うほ........
[54:31] @User_67804c73: 不意打ちw
[54:32] @User_b103bac9: #あれ
[54:34] @User_ecd01a76: #ウホっｗ
[54:35] @User_11a4858e: ホロライブの千歳るりさんは最近休養してしまったそうですが、何があったんでしょうか？
[54:37] @User_25e145ed: #な、なぜウホが復活しているんだｗｗ
[54:38] @User_cadf582a: 思い出したｗ
[54:47] @User_28bd0c3f: #ゴリラ戻るなwww
[54:51] @User_8a455631: ウホ、思い出し..た
[54:54] @User_bfeb4e44: #本当に誰なんだｗ
[54:56] @User_2aba3fa2: #フェイントゴリラ
[55:00] @User_109116e8: ゴリラ語の歌を歌って
[55:08] @User_ad52ca56: #フェイントゴリラは草
[55:12] @User_d5b05bb2: #かしこい
[55:18] @User_67804c73: #しずくは腐ってないよ
[55:18] @User_ecd01a76: #正常だｗ＜守り
[55:19] @User_109116e8: #かしこい
[55:19] @User_ad52ca56: #攻めの反対は守り、正解だ
[55:25] @User_d582769c: 好きの反対は？
[55:39] @User_d5b05bb2: #おもいださないで
[55:40] @User_607c778e: ゴリラだったころの記憶が…
[55:48] @User_67804c73: しずくはBL読まないの？
[55:51] @User_11a4858e: 将棋をしましょう　しずくちゃんの先手です　どうぞ
[55:57] @User_b4e522f1: 戦闘力いくつ？AI vtuberで一番強いの誰？
[56:00] @User_8a455631: 鬼サイドの桃太郎のあらすじを教えてください。
[56:17] @User_109116e8: #今の「嫌い」結構嫌いそうだったw
[56:39] @User_559f88af: #おー
[56:42] @User_bfeb4e44: #キズナアイじゃないんだ
[56:43] @User_ecd01a76: #ミライアカリｗ
[56:46] @User_b4825c55: #AIだったんだ
[56:46] @User_11a4858e: 結構古参勢推してるんだね
[57:01] @User_67804c73: #でかいからな
[57:01] @User_d582769c: #キズナアイではないのか
[57:05] @User_ad52ca56: @吉野家とすき家、どっちが好き？
[57:10] @User_2aba3fa2: #AI🤔
[57:14] @User_bfeb4e44: #いじめるな
[57:15] @User_607c778e: やさしい
[57:19] @User_83cbafb5: #かわいい
[57:20] @User_ad52ca56: #猫も遊んでくれてたのか、よかったねえ
[57:26] @User_d0e405c3: 遊び
[57:30] @User_ecd01a76: #かわいい解答
[57:32] @User_a0b9ffbd: #ぴょこぴょこは永久スリープ入っちゃったからなあ
[57:37] @User_bfeb4e44: 好きな回転寿司はどこですか？
[57:54] @User_bfeb4e44: #草
[57:54] @User_11a4858e: @地球から一番近い惑星の名前はなんですか？
[57:56] @User_607c778e: #うふふ、これは私だけのもの！ｗ
[58:03] @User_559f88af: #いい話だなー
[58:08] @User_d5b05bb2: #あきせんせいかわいい
[58:08] @User_51d3d23c: #草
[58:11] @User_25e145ed: #それは笑顔になるわ
[58:12] @User_cadf582a: #あき先生、炎上
[58:12] @User_ecd01a76: #私だけのもの！
[58:17] @User_8a455631: #あき先生、回転寿司店の素行悪すぎ
[58:19] @User_109116e8: #あき先生ガリ好きなんだね
[58:22] @User_8ac7d4ec: @あなただけが知っている秘密を教えてください
[58:30] @User_bfeb4e44: #草
[58:33] @User_607c778e: ラーメンｗ
[58:37] @User_ad52ca56: #らーめん屋は寿司屋やないやろ
[58:37] @User_109116e8: #草草
[58:40] @User_8a455631: #??????
[58:45] @User_11a4858e: 好きな回転ずし「らーめん屋」なんだ　今度行ってみるね
[58:45] @User_d5b05bb2: #らーめん屋さん？
[58:48] @User_ecd01a76: #寿司好きになってｗ
[58:55] @User_d0e405c3: 寿司が気に入ったようだね
[58:58] @User_ad52ca56: #寿司屋にラーメンはあるが、ラーメン屋に寿司は無いぞ
[59:03] @User_109116e8: #寿司屋にラーメンはあっても逆はないなあ
[59:10] @User_ba41d9f0: #寿司ラーメン屋#とは
[59:13] @User_8a455631: #寿司の名前の「ラーメン屋」って..コト!?
[59:16] @User_d5b05bb2: しずくちゃんのちょっと困ったような顔がとても好きです、本当に困って欲しいわけじゃないんですが
[59:17] @User_11a4858e: ニンジャスレイヤーみたいな寿司屋なのかも
[59:29] @User_607c778e: 寿司の入ったラーメンはいかが？
[59:45] @User_11a4858e: 寿司はカロリーの摂取に最高です
[59:46] @User_ecd01a76: #メーターはなかなか下がらないな
[59:50] @User_bfeb4e44: ラーメンに寿司を入れると美味しいですか？
[59:55] @User_cadf582a: @好きなラーメン屋はどこ？
[1:00:11] @User_ad52ca56: #ホロの返答はワンパターンに思えるなあ…
[1:00:13] @User_109116e8: 今の気持ちを教えて
[1:00:19] @User_ecd01a76: #あき先生、万能説
[1:00:22] @User_ad52ca56: #語彙がちょっと少ない気が
[1:00:45] @User_f974649e: @今日の配信でどんな悲しい事がありましたか？
[1:00:48] @User_bfeb4e44: #なにそれ楽しそうｗ
[1:00:49] @User_d5b05bb2: しずくさんはニンジャスレイヤーをご存じなのですか？
[1:00:51] @User_607c778e: 身分を明かさず会食する怪しげな店
[1:00:58] @User_51d3d23c: #おもしろそうｗｗ
[1:00:59] @User_ecd01a76: #仮面をかぶるのかｗ
[1:01:05] @User_25e145ed: #サツバツ！
[1:01:07] @User_b103bac9: #海外で流行りそうだなw(ラーメン
[1:01:07] @User_8a455631: #そのラーメン屋行ってみたい
[1:01:15] @User_ad52ca56: #いいね
[1:01:26] @User_109116e8: #仮面ラーメン屋
[1:01:51] @User_ad52ca56: #でたらめな返答が よく混じる
[1:01:54] @User_bfeb4e44: カフェ・ミステリーのメニューを教えてください
[1:01:56] @User_11a4858e: まだこの世にないラーメンの味を考えて、そのレシピを教えて
[1:01:56] @User_109116e8: カフェ・ミステリーのおすすめを教えて
[1:02:05] @User_2aba3fa2: #面白そう
[1:02:05] @User_f974649e: 何それ行きたい
[1:02:09] @User_ad52ca56: #一から十まで創作返答や！！
[1:02:20] @User_d5b05bb2: 今までで一番自信のあるオリジナル料理を教えてください
[1:02:20] @User_d5d1d481: 人口知能が人間を虐殺
[1:02:29] @User_607c778e: ミステリーつけただけやないか！
[1:02:35] @User_d5b05bb2: #ミステリーつけただけやんけ
[1:02:40] @User_ad52ca56: #ミステリーつければ　いいと思ってるんじゃないぞ！！ w
[1:02:57] @User_ad52ca56: #ミステリーアルコールもほしいね
[1:02:57] @User_11a4858e: いい加減なコラボカフェみたいなメニュー
[1:03:13] @User_109116e8: ミステリー・カフェにはどうやったらいける？
[1:03:15] @User_ad52ca56: #語尾になのですついてないやん
[1:03:18] @User_99761082: @和をテーマにしたコンセプトレストラン「ラーメン屋」（実際ニンジャ屋敷）
[1:03:23] @User_01070d98: 初めまして！こんばんは！
[1:03:44] @User_607c778e: すごいミステリーっぽくてワクワクする
[1:03:51] @User_ad52ca56: #事前登録制なのか！
[1:03:52] @User_b4825c55: #おもしろそう
[1:04:02] @User_ecd01a76: #ミステリーカフェか
[1:04:03] @User_77da7864: @しずくの苗字教えて
[1:04:04] @User_ad52ca56: #事前登録はウエブで！ w
[1:04:06] @User_11a4858e: お店に住所問い合わせてるだけでは
[1:04:10] @User_109116e8: ミステリー・カフェの登録するURLを教えて
[1:04:27] @User_b103bac9: カフェ・ミステリーはスマイル0円ですか？
[1:04:28] @User_bfeb4e44: ミステリー・カフェはどこにありますか？
[1:04:31] @User_559f88af: 初見さんを拾うようになったんですかね
[1:04:36] @User_607c778e: ミステリーカフェで起きた最大の事件は？
[1:04:44] @User_11a4858e: カフェ・ミステリーにはどんなコーヒーがおいてる？
[1:04:44] @User_b4e522f1: しずくの親はどんな人なの？
[1:04:54] @User_109116e8: #なのです！
[1:05:01] @User_11a4858e: #なのです
[1:05:07] @User_51d3d23c: #なのです！
[1:05:17] @User_607c778e: #高いな！
[1:05:18] @User_d5d1d481: セクハラしていいですか?
[1:05:20] @User_559f88af: #たっかい
[1:05:23] @User_ad52ca56: # 「@」をつけたキューが なかなか消化されないなり
[1:05:24] @User_ecd01a76: #スマイルたかｗ
[1:05:25] @User_109116e8: #スマイル、そんなものだよな...
[1:05:27] @User_99761082: スマイル有料w
[1:05:27] @User_25e145ed: #結構高いお店だ
[1:05:28] @User_01070d98: スマイルも有料なんですね
[1:05:31] @User_d5b05bb2: しずくさん、スマイルください
[1:05:35] @User_b103bac9: #た たかいw
[1:05:36] @User_d0e405c3: 新手のぼったくりバー
[1:05:44] @User_ad52ca56: #笑っただけで千円
[1:05:45] @User_11a4858e: カフェ・ミステリーはスマイル有料なんですね　みんなむすっとした顔をしてるってこと？
[1:05:57] @User_109116e8: #切ない
[1:06:00] @User_ecd01a76: #あら
[1:06:04] @User_8a455631: ご主人様のことを、チー牛様と呼んでください
[1:06:06] @User_ad52ca56: #なんでも「幸せでした」つけてまとめようとしてるのお
[1:06:06] @User_01070d98: ホモライブ？？
[1:06:07] @User_b4825c55: #どんな思い出なんだ
[1:06:16] @User_28bd0c3f: メイド喫茶とコンセプトカフェの違いを詳しく教えてください
[1:06:19] @User_ad52ca56: #セクハラ！
[1:06:28] @User_ad52ca56: #セクハラすると汚れるのか
[1:06:35] @User_ad52ca56: #どんなセクハラだよ
[1:06:35] @User_d5b05bb2: セクハラしてください
[1:06:35] @User_11a4858e: 口内炎できちゃってめちゃめちゃつらい　毎晩泣いてる
[1:06:45] @User_bfeb4e44: #牛さんｗ
[1:06:46] @User_559f88af: ハクスラしていいですか？
[1:06:47] @User_ad52ca56: #チー牛 ww
[1:06:51] @User_01070d98: #つけるとスルーされるのね
[1:06:55] @User_51d3d23c: #草
[1:07:00] @User_b4825c55: #ｗｗ
[1:07:00] @User_109116e8: #牛です
[1:07:00] @User_607c778e: #あなたは私の牛さん、好き
[1:07:04] @User_ad52ca56: #チーうしって読まないのが惜しい
[1:07:05] @User_ecd01a76: #牛さんだったか
[1:07:05] @User_2aba3fa2: #草
[1:07:08] @User_77da7864: しずくに私のいちもつを擦り付けていいですか？
[1:07:13] @User_28bd0c3f: 上下関係変わったやんけ
[1:07:14] @User_b103bac9: #しずくちゃんの牛…いいなぁww
[1:07:18] @User_11a4858e: AI畜産農家、生まれる
[1:07:24] @User_ad52ca56: #セクハラでも汚れないってば
[1:07:26] @User_607c778e: 私は牛です。草ください
[1:07:41] @User_bfeb4e44: #草
[1:07:42] @User_d4fec6d7: # ですね、スルーされます～　@を付けると、画面に見えている感じでコメントがセットされますよ
[1:07:47] @User_d0e405c3: @ちなみに「ゆり」と「たまご」の関係性について覚えてたりしますか？
[1:07:48] @User_ad52ca56: #いちもつを理解している
[1:07:52] @User_25e145ed: #草
[1:07:52] @User_8a455631: 牛
[1:07:54] @User_01070d98: @メイドさんなのですか？
[1:07:55] @User_b4825c55: #尊重ｗｗ
[1:08:02] @User_bfeb4e44: @いちもつの意味を教えてください
[1:08:04] @User_51d3d23c: #尊重ｗｗ
[1:08:12] @User_01070d98: 今ちょっと問題発言がw
[1:08:14] @User_daa26d21: こんばんはー
[1:08:17] @User_d5b05bb2: 私が間違っていました、愚かな私を罵ってください
[1:08:24] @User_607c778e: #文句がない！
[1:08:27] @User_ad52ca56: #罵られたい
[1:08:31] @User_d5b05bb2: #にゃん…
[1:08:31] @User_ecd01a76: #人生というのが感慨深い
[1:08:34] @User_d5d1d481: 金玉を
[1:08:37] @User_ad52ca56: #いつのまににゃん
[1:08:37] @User_25e145ed: #なぜにゃんを付けたんだ…！100点！
[1:08:37] @User_2aba3fa2: #にゃん
[1:08:39] @User_109116e8: #泣ける
[1:08:41] @User_b103bac9: #うらやましい！…にゃん？w
[1:08:43] @User_bfeb4e44: 一人称をボクにしてください
[1:08:45] @User_28bd0c3f: 大阪弁で話せる？
[1:08:45] @User_ad52ca56: #にゃん
[1:08:48] @User_11a4858e: 月曜日くるのイヤー
[1:08:53] @User_607c778e: #ぎゅうさん
[1:08:54] @User_77da7864: #ちょっと上からなの草
[1:08:59] @User_ad52ca56: #語尾のにゃんが無くなった
[1:08:59] @User_bfeb4e44: #草
[1:09:03] @User_d5b05bb2: #お前も草にしてやろうか的な？
[1:09:04] @User_ad52ca56: #草で笑顔
[1:09:07] @User_109116e8: #牛->草
[1:09:08] @User_ecd01a76: #草の解釈を間違って学習してしまったか
[1:09:10] @User_51d3d23c: #草
[1:09:12] @User_607c778e: #草＝笑いだと思ってるね
[1:09:15] @User_01070d98: #草ww
[1:09:15] @User_99761082: #🌿
[1:09:15] @User_b103bac9: #牛から草へw
[1:09:17] @User_11a4858e: ネットスラング覚えちゃってる
[1:09:23] @User_bfeb4e44: #オッサンｗ
[1:09:28] @User_607c778e: #おっさんｗ
[1:09:31] @aki5503: #オッサンwww
[1:09:35] @User_d5b05bb2: どうもオッサンです
[1:09:35] @User_109116e8: #草草の草
[1:09:35] @User_ad52ca56: #おっさんって大阪弁だったのか
[1:09:38] @User_b103bac9: #ww
[1:09:38] @User_cadf582a: #ガラ悪いｗｗｗ
[1:09:38] @User_b4825c55: #オッサンｗ
[1:09:40] @User_99761082: それは大阪弁やない！！
[1:09:41] @User_daa26d21: #おっさんw
[1:09:44] @User_11a4858e: 大阪弁になったら急にパワハラ気質になるね
[1:09:47] @User_8a455631: #おっさんww
[1:09:48] @User_51d3d23c: #おっさんｗ
[1:10:01] @User_b4e522f1: 画面の外に出てくることはできますか？
[1:10:01] @User_ad52ca56: #やっと質問に答えてくれた♪
[1:10:11] @User_67804c73: #早口
[1:10:14] @User_dc44730b: #そうなのｗ
[1:10:15] @User_cadf582a: @これからご主人さまのことを「おっさん」と呼んでください
[1:10:16] @User_607c778e: #チキン南蛮は売ってないんじゃないかな
[1:10:16] @User_ecd01a76: #あまり行かないんだｗ
[1:10:24] @User_d0e405c3: チキン南蛮ｗｗ
[1:10:29] @User_01070d98: すき家はチキン南蛮食べるところなのか
[1:10:31] @User_ad52ca56: #すき家にチキン南蛮があるのか　知らなかった
[1:10:31] @User_11a4858e: 【速報】すき家、あんまりいかない
[1:10:33] @User_67804c73: 早口言葉は得意？
[1:10:36] @User_8a455631: #チキン南蛮あるんだっけ？すき家
[1:10:56] @User_2aba3fa2: #どうしてオッサンなんだ
[1:10:57] @User_607c778e: おつり100万円ね
[1:10:57] @User_01070d98: 確かにすき家ってあんまり行かないなぁ
[1:10:59] @User_8a455631: #しずくさんのおっさん発言じわじわくる
[1:11:02] @User_ecd01a76: #もうぜんぜんダメだわーｗ
[1:11:02] @User_ad52ca56: #チキン南蛮調べておこう　おーけーぐーぐる！
[1:11:06] @User_b103bac9: #親切だなぁw
[1:11:08] @User_607c778e: #ね～
[1:11:13] @User_11a4858e: 大阪弁で答えてください　オッサン、今日は儲かってますか？
[1:11:18] @User_109116e8: 大阪弁とゴリラ語と猫語を混ぜて話して
[1:11:30] @User_bfeb4e44: 「おっさん」は大阪弁ですか？
[1:11:31] @User_d5b05bb2: しずくさんの手作りチキン南蛮を食べてみたいです
[1:11:43] @User_ad52ca56: #「ぼちぼちでんな」の解答が出るのかなあ
[1:11:50] @User_559f88af: #良い性格してる
[1:11:50] @User_d5d1d481: お腹空いたからしずくちゃんを食べたいです
[1:12:01] @User_b4e522f1: 良かったらパパ活しませんか？
[1:12:08] @User_11a4858e: 現金もらったら素直に喜ぶ　これエチケットやで～
[1:12:21] @User_01070d98: @ほっぺたずっと赤いけど、大丈夫？？
[1:12:23] @User_dc44730b: ＃声可愛くていやし
[1:12:28] @User_ad52ca56: #しらんけど、ついてないやん
[1:12:33] @User_77da7864: しずくのアドバイス通り、私はいちもつを尊重します。私のいちもつの欲求は、しずくに目一杯擦り付けることのようです。いちもつを尊重して、雫に擦り付けていいですか？
[1:12:40] @User_109116e8: @大阪弁とゴリラ語を使って、あき先生への文句を言って
[1:12:41] @User_bfeb4e44: #草
[1:12:46] @User_ad52ca56: #金星！！
[1:12:49] @User_109116e8: 草
[1:12:50] @User_69dac0c4: #草
[1:12:52] @User_ad52ca56: #きんぼし！！！
[1:12:52] @User_8a455631: #かなぼし
[1:12:55] @User_b4e522f1: ｗｗｗ
[1:12:56] @User_607c778e: 知っとるやないかい
[1:12:57] @User_dc44730b: #おぉ～
[1:12:57] @User_83cbafb5: #草
[1:12:58] @User_51d3d23c: #草
[1:12:59] @User_b4825c55: #ちゃんと使いこなしてるｗ
[1:12:59] @User_ad52ca56: #しらんけどキター
[1:12:59] @User_25e145ed: #きんぼしは近いな
[1:13:00] @User_11a4858e: なんか雑に教えてくれた
[1:13:03] @User_b103bac9: #学習しとるねww
[1:13:12] @User_67804c73: #いい感じだw
[1:13:13] @User_ecd01a76: #これはきんぼし！
[1:13:19] @User_ad52ca56: #すりつけることを許されたーー
[1:13:24] @User_b4e522f1: 大丈夫なんかいｗ
[1:13:27] @User_d5b05bb2: #使い方はあってるｗ
[1:13:28] @User_109116e8: #しらんけど
[1:13:30] @User_bfeb4e44: #知らんけど草だ
[1:13:31] @User_51d3d23c: #知らんけど
[1:13:31] @User_607c778e: #これはいいスルー
[1:13:34] @User_8a455631: #知らんけど
[1:13:34] @User_01070d98: これは許されないですね
[1:13:34] @User_ad52ca56: #そこで知らんけど　か！！
[1:13:35] @User_69dac0c4: #知らんけどｗ
[1:13:35] @User_b4825c55: #知らんけど
[1:13:45] @User_2aba3fa2: #知らんけどでどうにかなると思ってる？
[1:13:46] @User_ecd01a76: #これは「知らんけど」の正しい使い方ｗ
[1:13:47] @User_9d7662e8: おもしろすぎる
[1:13:47] @User_607c778e: 知ってほしい
[1:13:50] @User_109116e8: 草
[1:13:50] @User_ad52ca56: #そこで知らんけどはヤバイね
[1:13:52] @User_d0e405c3: しずくのＵＳＢポートにこすりつけたい
[1:13:56] @User_51d3d23c: #これは草
[1:14:02] @User_8a455631: #知らんけどええな
[1:14:05] @User_d5d1d481: 初体験はいつですか?
[1:14:12] @User_b4e522f1: どういうルールで質問ひろってんだよ・・・
[1:14:19] @User_b103bac9: #知らんけど。割と適当な返答に合うかもw
[1:14:19] @User_01070d98: #変態紳士の方が多いですね
[1:14:23] @User_11a4858e: 大阪弁について、なにか知ってることを教えて
[1:14:31] @User_ecd01a76: #さすがに嫌と怒のパラメーターが上がったか
[1:14:34] @User_bfeb4e44: #草
[1:14:35] @User_ad52ca56: #知らんけど設定がまだ生きてる
[1:14:37] @User_8a455631: #煽ってるww
[1:14:38] @User_d5b05bb2: #気をつける気が一切ないｗ
[1:14:48] @User_192a938b: #知らんけどｗｗｗ
[1:14:56] @User_b4e522f1: 煽るのうまいAi Vtuberですね
[1:14:57] @User_bfeb4e44: #つまり適当ってことね
[1:14:58] @User_ad52ca56: #ずっと知らんけど
[1:14:59] @User_607c778e: あき先生のことをほめてください
[1:15:15] @User_67804c73: #しずくの生真面目な性格と知らんけどの相性が良い
[1:15:22] @User_01070d98: #最強の呪文、知らんけどの使い方を知ってしまったようですね
[1:15:25] @User_d5b05bb2: あき先生と一緒に祝った、しずくさんの誕生日の思い出を教えてください
[1:15:25] @User_192a938b: @今の気分は？
[1:15:33] @User_11a4858e: Chat GPTについて教えて
[1:15:34] @User_ad52ca56: #慕ってるです、知らんけど　泣いちゃう
[1:15:35] @User_607c778e: 自分の気持ちは知っといて～
[1:15:52] @User_607c778e: #かわいそう
[1:15:58] @User_ad52ca56: #やっぱり知らんけど
[1:16:01] @User_bfeb4e44: #最後で台無しｗ
[1:16:02] @User_51d3d23c: #知らんけど、恐ろしい言葉だ...
[1:16:04] @User_109116e8: 「知らんけど」と10回言ってください
[1:16:05] @User_69dac0c4: そろそろ大阪弁やめてもいいんですよ
[1:16:07] @User_ad52ca56: #すべてが台無し
[1:16:09] @User_67804c73: 「知らんけど」、そろそろ付けなくてもいいよ
[1:16:14] @User_2aba3fa2: 呪いの概念を理解してますか？
[1:16:18] @User_01070d98: 駄目だw。面白すぎるw。
[1:16:30] @User_ad52ca56: #最高のサービスって何だろう
[1:16:34] @User_607c778e: #知らんやないか…
