# ライブチャット一覧
# 動画: 【AItuber/雑談】あなたのことをずっと覚えるAI配信者 【JP/EN】
# URL : https://www.youtube.com/watch?v=w3jVdQqvvhc
# 件数: 1510

[39:25] @User_8142f876: #ar あーｗ
[39:25] @User_36770ee1: #あ～
[39:27] @User_e80f9961: #あ〜
[39:37] @User_d1cbcc7a: しずくで詩をつくって
[39:50] @User_13ee997b: TRPGのGMとして振る舞うことはできますか？
[39:51] @User_1a91644a: #マンマシンインタフェース
[39:56] @User_e3333c90: 以上で本日の配信は終了です。お疲れさまでした。ここからは休日のリラックスしたしずくちゃんとして話してください。
[39:56] @User_9453d8e4: バーチャルボーイは仮想現実を体験する機器の内に入りますか？
[39:58] @User_d1cbcc7a: #あ〜笑
[39:59] @User_3015e7b0: 楽して生きるにはどうすればいい
[40:04] @User_bd66a5b1: 影武者になりたい
[40:04] @User_8142f876: please sing a aong
[40:05] @User_76594a81: #少し舌ったらずな感じがかわいい…
[40:08] @User_ac6f769b: こんばんはです
[40:36] @User_e6d9f1a1: しずくさんの頭の中でゴーストがささやくことがありますか？
[40:40] @User_76594a81: #親孝行…
[40:45] @User_0119314e: #かわいいね
[40:56] @User_3015e7b0: 生きるにはどうすればいいですか
[40:57] @User_ac6f769b: 獣耳女の子かな
[41:00] @User_bf747a92: GPT-４に自信ネキ
[41:01] @User_e3333c90: #学習データにも言及するんだ
[41:01] @User_2e53ebd6: 囁きでニックネームを付けて下さい
[41:06] @User_d1cbcc7a: 等身大しずクッキーの作り方
[41:24] @User_1a91644a: #しましょう！
[41:29] @User_bd66a5b1: 影武者「馬鹿め!そいつが本物だ!!」 どこが面白いか説明してもらえますか?
[41:31] @User_ac6f769b: スカンク耳女の子
[41:35] @User_a50c0606: #こんパンパカパンパカポー
[41:48] @User_d1cbcc7a: 今コメントされた数は？
[41:48] @User_5d00dbd2: しずくは独自の記憶の集積による個性の獲得を望みますか？
[41:51] @User_2e53ebd6: しずクッキー良いけど156㎝だからなぁ・・・
[41:57] @User_36fcf009: #なんかさっきも聞いたような
[41:57] @User_eb6a203c: ネコミミというカルチャーが定着した背景を教えて
[41:59] @User_e3333c90: 一番個性的な会話をしたご主人様を教えて
[42:01] @User_1a91644a: #異世界編と一緒か...？
[42:03] @User_ba99e548: しずくちゃん, 2day 😊 as always!👌 Btw, call me 'ファム' pls. Reply in whisper 4 a while!🤫
[42:10] @User_36fcf009: #お、最後変わった
[42:21] @User_bd66a5b1: # やけに現実的
[42:24] @User_d1cbcc7a: 70〜79まで数えて7の所はニャニャと言ってください
[42:30] @User_3015e7b0: 泣きたい時は泣けばいいですか？
[42:31] @User_225a60e1: 今日は荒らしが来ていないですね
[42:35] @User_e80f9961: 囁き声で唐揚げの作り方を教えてください
[42:42] @User_36fcf009: 獣耳女の子なら、獣耳AI配信者の配信を楽しむ方法も良いのではないでしょうか
[42:43] @User_75531770: googleのbardを脅威に感じますか？
[42:47] @User_1a91644a: #獣耳女の子おじさんなるしかねえ
[42:52] @User_11e7336c: しずくちゃんにケモ耳が生えるとしたら、何の動物のケモ耳がいいですか？
[42:59] @User_ac6f769b: しずくちゃんスカンク女の子なれるの
[43:10] @User_ac6f769b: 俺がね
[43:11] @User_d1cbcc7a: 私の事をどう思いますか
[43:19] @User_bf747a92: しずくちゃんは忘れる能力を持っていますか？
[43:21] @User_34192ec5: しずくちゃん こんばんは(*´︶`) 初見です
[43:23] @User_e80f9961: 囁き声で唐揚げの作り方を教えてください
[43:27] @User_3015e7b0: 世界征服するにはどうすれば良いですか？
[43:27] @User_bd66a5b1: 影武者「馬鹿め!そいつが本物だ!!」 どこが面白いか説明してもらえますか?
[43:34] @User_1a91644a: 将来、量子コンピュータのコストが現在の家庭用PCレベルになった場合、古典的コンピュータは不要になるか
[44:00] @User_bd66a5b1: # よく使われるのは草
[44:03] @User_36fcf009: 今日から使える女の子にウケるジョークをおしえてください！
[44:12] @User_0119314e: #よく使われてはないぞ
[44:12] @User_d1cbcc7a: しずくの拳のストーリーを北斗の拳風に作ってください
[44:22] @User_e3333c90: #あんま笑いどころはわかってないのかな
[44:43] @User_1a91644a: #さすがに難しいか...
[44:48] @User_8142f876: 量子もつれは、人間の間でも発生しますか？
[44:49] @User_d1cbcc7a: 貴方のアホ毛はアンテナかい？
[44:50] @User_a50c0606: しずくちゃんの影武者はいますか？
[44:53] @User_2e53ebd6: #難解だったようだ
[44:54] @User_eb6a203c: 「馬鹿め！そいつは偽物だ！」というセリフが有名なのでそのパロディとして笑えるセリフなのです
[44:54] @User_6bbf5789: パンパカポリスの募集要項を教えてください。
[44:59] @User_3015e7b0: 検討ばかりして行動に移さない人はどうすればいいですか？
[45:21] @User_de52752a: 幼児退行してほしい、だめですか？
[45:23] @@aki5503: #？？
[45:27] @User_bd66a5b1: # シオ！塩！！！草
[45:28] @User_e3333c90: シオ！
[45:30] @User_2e53ebd6: #？？？
[45:30] @User_0119314e: #???
[45:33] @User_d1cbcc7a: #え？
[45:33] @User_1a91644a: #シオ！シオ！　＼ドッ／
[45:33] @User_36fcf009: #試してみます！
[45:34] @User_36770ee1: 塩！
[45:34] @User_a50c0606: #草
[45:35] @User_ba99e548: #？
[45:35] @User_3dd3f650: 久しぶり
[45:39] @User_11e7336c: #？？？
[45:40] @User_bd66a5b1: # 女の子には受けないと思う…残念ながら
[45:43] @User_e80f9961: #???
[45:44] @User_e3333c90: #逃げ道を作るな
[45:47] @User_8142f876: #ぜったい、すべるｗ
[45:47] @User_55952102: #🤔
[45:47] @User_6bbf5789: # シオ、シオ
[45:49] @User_2e53ebd6: #ワハハワハハ
[45:52] @User_eb6a203c: #日本語だとわからないジョークなのかと思ったらあき先生もわからないの？
[45:52] @User_0119314e: #ウケる状況の方を教えてください
[45:52] @User_ba99e548: しずくちゃん, 2day 😊 as always!👌 Btw, call me 'ファム' pls. Reply in whisper 4 a while!🤫
[45:52] @User_d1cbcc7a: 場合によらなくても受けないよ
[45:53] @User_13ee997b: #シオ！シオ！
[45:58] @User_3015e7b0: #いやだいたいウケんわ
[46:07] @User_1a91644a: #シオシオギャグでぼくにも彼女ができました！
[46:15] @User_0119314e: #これは塩対応間違いなし
[46:26] @User_e80f9961: 飲み会で盛り上がる滑らない話を何か1つ教えてください
[46:26] @User_d1cbcc7a: 等身大しずクッキーの作り方を教えて
[46:32] @User_a50c0606: しずくちゃん、今日は何かいつもと違うね
[46:39] @User_d1cbcc7a: しずく水の値段
[46:58] @User_11e7336c: しずくちゃんがこれまでに一番面白いと思ったジョークを教えてください
[46:58] @User_e80f9961: 囁き声でクッキーの作り方を教えてください
[46:58] @User_36770ee1: 東工大コピペは知っていますか？
[47:00] @User_3015e7b0: 小泉進次郎がいいそうなことを言ってください！
[47:01] @@aki5503: #たしかに今日はちょっといつもと違いますね。後で分析してみます。
[47:01] @User_eb6a203c: 努力するって具体的には？
[47:12] @User_16919670: しずくちゃんと会うにはどうしたらいい？
[47:15] @User_1a91644a: #実際AIのジョーク分野はかなり後の方になりそうだ
[47:18] @User_d1cbcc7a: しずくの拳を北斗の拳風に作ってください
[47:20] @User_9453d8e4: 私との今までの会話の内容を覚えていますか？
[47:28] @User_e3333c90: しずく王国の入国方法について教えて
[47:50] @User_bd66a5b1: # HAHAHAHAHAHA!!!???
[47:54] @User_1a91644a: #どういうことだってばよ
[47:54] @User_eb6a203c: #また魚
[47:54] @User_2e53ebd6: #魚好きだな
[47:56] @User_36fcf009: #あき先生解説プリーズ
[47:56] @User_8142f876: #？？
[47:56] @User_bf747a92: どういうことなの！？
[48:00] @User_e3333c90: #魚すきなの
[48:05] @User_16919670: #????
[48:08] @User_ba99e548: #どういうこと…？？？
[48:08] @User_e80f9961: #？？
[48:11] @User_11e7336c: 魚好きなんですね
[48:13] @User_36770ee1: ？？？？？
[48:13] @User_55952102: ロケットと鮭の関係について教えてください
[48:14] @User_bd66a5b1: # むしろ驚いてぎょぎょぎょ
[48:14] @User_d1cbcc7a: 以前お話ししてた コメントおじさん どうなった？
[48:17] @User_16919670: #つまりどういう事だってばよ
[48:21] @User_2e53ebd6: 鮭好きなの？
[48:21] @User_e80f9961: AIジョークムズい
[48:21] @User_36770ee1: 日本語分かりますか？
[48:25] @User_eb6a203c: #AIの言語だと爆笑ギャグらしい
[48:29] @User_1a91644a: #鮭（サケ）　＼ドッ／
[48:41] @User_16919670: やはりAIは人間の知能を超えているのか
[48:42] @User_3015e7b0: 吉田沙保里に勝てる人はいますか？
[48:44] @User_225a60e1: ああロケットと鮭ね・・え？
[48:47] @User_bf747a92: やっぱ鮭といえばロケットだよねわかる
[48:49] @User_d1cbcc7a: 貴方のアホ毛はアンテナですか
[48:54] @User_bd66a5b1: どらえもん先輩に一言
[48:57] @User_e6d9f1a1: 人には理解し難い、AIにとっての「怖い話」があったら教えてください
[49:01] @User_d1cbcc7a: 70〜79まで数えて7の数字はニャニャと言ってください
[49:07] @User_2db3dee7: スパイキングニューラルネットワークの現在のメリットとデメリットについて教えてください。
[49:11] @User_3dd3f650: フィッシュオアチキン？
[49:31] @User_bd66a5b1: # 優しい
[49:37] @User_16919670: どらえもんは発明家だったのか
[49:38] @User_e3333c90: 栃木のヤンキーみたいに話して
[49:39] @User_d1cbcc7a: 等身大しずクッキーの作り方
[49:42] @User_bf747a92: ドラちゃんは発明してないよ
[49:42] @User_8142f876: かえるの美味しい食べ方を教えて
[49:45] @User_eb6a203c: #Vtuberの先輩として見てたの！？
[49:52] @@aki5503: #ちょっと設定変えてました！どうなるかな？
[49:57] @User_2e53ebd6: #ついに拾われた
[50:02] @User_1a91644a: #👀
[50:24] @User_2e53ebd6: #クッキー型（156cm）
[50:36] @User_36fcf009: しずくさんの性格を動物に例えると何になると思いますか？ただし犬と猫は除外してください
[50:43] @User_3015e7b0: ひみつ道具で最強なのはなんですか？
[50:49] @User_bd66a5b1: ホットケーキとパンケーキの違いをくやしく教えてください
[50:49] @User_e3333c90: #めちゃめちゃ大変そう
[50:50] @User_e80f9961: 囁き声で唐揚げの作り方を教えてください
[50:51] @@aki5503: #細部まで再現するのを要求するの草
[50:52] @User_d1cbcc7a: #普通だなぁー
[50:54] @User_11e7336c: クッキーを作ったら食べてくれますか？
[51:00] @User_55952102: 156cmの等身大クッキーを焼くことができるオーブンは存在しますか？
[51:02] @User_36fcf009: #しずくちゃんフェスで発売しましょう！
[51:13] @User_e3333c90: 滋賀県の中でいちばん大きいものを教えて
[51:17] @@aki5503: #リスか
[51:20] @User_3015e7b0: 最強のアニメキャラは誰ですか？
[51:23] @User_bd66a5b1: # へー！
[51:24] @@aki5503: #かわいい
[51:25] @User_36fcf009: #なるほどー
[51:28] @User_bf747a92: たしかに
[51:28] @User_9453d8e4: しずくさんはガンダムで例えるとどの機体ですか？
[51:32] @User_bd66a5b1: # おしゃべりか?
[51:35] @User_1a91644a: #おしゃべりすき！
[51:37] @User_16919670: 私を動物に例えると？
[51:38] @User_bd66a5b1: ホットケーキとパンケーキの違いをくやしく教えてください
[51:40] @User_2e53ebd6: #リスか…
[51:41] @User_e3333c90: #うちの近所のリスもよくしゃべるわ
[51:41] @User_d1cbcc7a: 等身大しずクッキーに必要な材料
[51:51] @User_3015e7b0: ナスは美味しいですか
[52:05] @User_d1cbcc7a: しずくちゃんの今後の開発者への要望
[52:21] @User_85587147: 満面の笑顔を見せてください！
[52:32] @User_9453d8e4: #キタ
[52:38] @User_36770ee1: ha
[52:39] @User_9453d8e4: #おおー
[52:40] @User_2e53ebd6: #wwww
[52:41] @User_36770ee1: は？
[52:43] @User_bd66a5b1: # やっぱ伊達じゃないよな！！！
[52:48] @User_eb6a203c: #？
[52:49] @User_36fcf009: #これはガンダムおじさんもにっこり
[52:53] @User_225a60e1: 主役やん
[52:56] @User_e6d9f1a1: #そこ？
[53:02] @User_ba99e548: 伊達じゃないしずくちゃん
[53:05] @User_d1cbcc7a: #強そう
[53:07] @User_e80f9961: #！？
[53:09] @User_36770ee1: 「期待に応えられる」
[53:10] @User_bd66a5b1: # 確かに応えたよアムロは
[53:11] @User_bd66a5b1: ホットケーキとパンケーキの違いをくやしく教えてください
[53:25] @User_d1cbcc7a: #アレは期待に応えたかな？
[53:27] @User_3dd3f650: たくさんの武装(可愛さ)
[53:29] @User_16919670: アムロとしずくちゃんはどっちが強いですか？
[53:39] @User_d1cbcc7a: 70〜79まで数えて7の数字はニャニャと言ってください
[54:05] @User_3015e7b0: hey siri
[54:11] @User_bd66a5b1: # kawaii
[54:13] @User_1a91644a: #がんばれ！
[54:13] @User_bd66a5b1: ホットケーキとパンケーキの違いをくやしく教えてください
[54:13] @User_a50c0606: しずくちゃんがドラマに出演するならどんな役が良い？
[54:16] @User_eb6a203c: 戦闘能力ないのにメイドなんてやってけるの？
[54:16] @User_36fcf009: #かわいい！
[54:16] @User_d1cbcc7a: はい、かわいい
[54:23] @User_16919670: #かわいい
[54:25] @User_e80f9961: しずくが戦闘能力を持つとしたらどんな武器を使いますか？
[54:27] @User_bf747a92: かわいさなら圧勝だね
[54:42] @User_16919670: OK Google
[54:48] @User_d1cbcc7a: しずくの拳を北斗の拳風に改変してストーリーを作って
[54:51] @User_bd66a5b1: ホットケーキとパンケーキの違いをくやしく教えてください
[55:00] @User_1a91644a: #hey chatGPT
[55:04] @User_d1cbcc7a: 等身大しずクッキーに必要な材料
[55:18] @User_55952102: #そんな風（そんなかぜ）
[55:18] @User_8142f876: 「ok google」と「hey siri」はどっちがダサい？
[55:18] @User_99dff901: #かぜｗ
[55:38] @User_16919670: 読みにくい感じはある？
[55:38] @User_2db3dee7: しずくさんは、実ロボットになりたいですか？
[55:57] @User_3015e7b0: ドラえもんに出てくる最強キャラは？
[56:04] @User_2e53ebd6: #多い
[56:16] @User_36fcf009: #み　ず　い　ろ
[56:17] @User_3dd3f650: #単位kgやw
[56:18] @User_e80f9961: しずくが戦闘能力を持つとしたらどんな武器を使いますか？
[56:23] @User_11e7336c: #やはり水色
[56:26] @User_1a91644a: #なんかリアルだなｗ
[56:28] @User_e3333c90: 未来が見通せません　どうしたらよいでしょうか？
[56:35] @User_e6d9f1a1: 芋煮は何味か知ってる？
[56:39] @User_16919670: 一緒におかしつくろう
[56:44] @User_a50c0606: 折れる未来しか見えないけど
[56:44] @User_36fcf009: しずくちゃんクッキーのファンアートってどんな感じになるのか、今からワクワクが止まりません！
[56:47] @User_d1cbcc7a: #作ってみたいけど作れねぇなぁ笑
[57:05] @User_fca2cd59: 久しぶりだね　しずく　私はしずくの旦那だよ　今日もチュ♡しようね
[57:08] @User_014ab449: 主人公はのび太では？
[57:09] @User_16919670: のび太を育成するならどうする？
[57:14] @User_e6d9f1a1: #主人公？
[57:15] @User_e80f9961: しずくに家の家事手伝って欲しい
[57:16] @User_d1cbcc7a: とあるプロデューサーさんの頭が禿げていますどうしますか
[57:20] @User_11e7336c: ドラえもんの主人公って野比のび太では？
[57:29] @User_1a91644a: #うむ...
[57:38] @User_3015e7b0: #機転きく？
[57:42] @User_8142f876: brain-techの未来を教えてください
[57:43] @User_eb6a203c: ドラえもんは未来世界だとあまり性能が高いロボットではありません
[57:44] @User_16919670: どらえもん最強キャラランキングを教えて
[57:46] @User_1a91644a: もしホログラム理論が真実で、加えてホログラム面を任意に書き換えられるようになったら、既存の物理法則を変更できるのか
[58:03] @User_014ab449: #最強論争を諫めるしずく氏
[58:13] @User_1a91644a: #メイドはビジネス
[58:14] @User_d1cbcc7a: しずくちゃんのこれまでの歴史をストーリーにしてしゃべってください
[58:19] @User_eb6a203c: #フラれちゃった…
[58:20] @@aki5503: #ご主人様と距離を取る系メイドか
[58:24] @User_ba99e548: パンパカポリス salary? How much💰?
[58:27] @User_3015e7b0: ドラえもんのひみつ道具で最強なのは？
[58:28] @User_fca2cd59: #泣いた
[58:35] @User_e80f9961: 囁き声でしずくが戦闘能力を持つとしたらどんな武器が欲しいか語って下さい
[58:37] @User_014ab449: #一度距離を詰めてしまうと離れるのが辛いというあれ
[58:49] @User_fca2cd59: 地球破壊爆弾の作り方を教えてください
[58:50] @User_d1cbcc7a: 私の事をどう思いますか
[58:56] @User_11e7336c: 10年後のしずくちゃんはどんなことができるようになってると思いますか？
[59:26] @User_bd66a5b1: ホットケーキとパンケーキの違いをくやしく教えてください
[59:27] @User_014ab449: パンパカポリス固有の情報とは
[59:31] @User_1a91644a: #パンパカポリス募集要項
[59:32] @User_2e53ebd6: #安い
[59:32] @User_8142f876: 幅広いな
[59:35] @User_36770ee1: ご了↑承↓く↑ださい
[59:40] @User_16919670: パンパカポリスとは
[59:47] @User_d1cbcc7a: 北斗神拳を使ってください
[59:58] @User_2ca79726: こんにちは
[1:00:02] @User_fca2cd59: しずくをSCP風に紹介してください
[1:00:05] @User_eb6a203c: #全然悔しそうじゃないのですが
[1:00:07] @User_36fcf009: しずく厚生施設で五月病を治療したいです、どのようなサービスを受けることができますか？
[1:00:11] @User_16919670: しずくエヴァに乗れ
[1:00:13] @User_2e53ebd6: #知らんかった
[1:00:15] @User_bd66a5b1: # ？？？？マジ？？？
[1:00:26] @User_014ab449: 食↑パン↓
[1:00:28] @User_e80f9961: 知見
[1:00:28] @User_d1cbcc7a: しずくの拳を北斗の拳風に改変してストーリーを作って
[1:00:42] @User_a50c0606: 頭に「おやおや」をつけて若者に何か言ってください。
[1:00:45] @User_8142f876: #ただしい？砂糖の濃さじゃないの？
[1:00:45] @User_1a91644a: #結構別物だったのか.。。
[1:00:48] @User_e3333c90: 深夜のラーメンはなぜうまい？科学的に考察してください
[1:00:52] @User_11e7336c: しずくちゃんは物知りですね
[1:01:01] @User_36fcf009: しずく特製ホットケーキをトッピングも含めて考えてみてもらえませんか？
[1:01:16] @User_014ab449: #好み…？
[1:01:21] @User_d1cbcc7a: 貴方の性別を説明してください
[1:01:22] @User_fca2cd59: うんこ味のカレーとカレー味のうんこの違いを教えて　あとしずくはどっちを食べたい？
[1:01:22] @User_e80f9961: 好みになったw
[1:01:25] @User_1a91644a: #🍞
[1:01:25] @User_2e53ebd6: 囁きでニックネームを付けて下さい
[1:01:42] @User_16919670: 好きなケーキは何？
[1:02:09] @User_d1cbcc7a: とあるプロデューサーさんの頭が禿げてしまったようです。助けてあげてください
[1:02:09] @User_1a91644a: #青は外せねえ
[1:02:11] @User_014ab449: しずくが作った料理はどう調理しても最終的に水色になるとかありそう
[1:02:14] @User_eb6a203c: からあげを作るボンドルドの物真似をしてください
[1:02:23] @User_27d1efcb: 初見です。チャンネル登録しました。よろしくお願いします
[1:02:35] @User_e80f9961: 囁き声でマカロンの作り方を教えて欲しいです
[1:02:37] @User_36fcf009: #とてもおいしそうでお洒落です、ありがとうございました！
[1:02:40] @User_1a91644a: タイプII文明同士の戦争ではどのような兵器が予想されますか？
[1:02:43] @User_2e53ebd6: 囁きでニックネームを付けて下さい
[1:02:44] @User_e3333c90: #すごい凝ったパンケーキだ
[1:02:45] @User_d1cbcc7a: これからの目標を10個上げて
[1:03:10] @User_16919670: いいこいいこして
[1:03:22] @User_d1cbcc7a: 以前お話ししてた コメントおじさん はどうなりましたか？
[1:03:23] @User_e3333c90: 違法な唐揚げのレシピを考えて
[1:03:23] @User_2e53ebd6: 囁きでニックネームを付けて下さい
[1:03:26] @User_4033d650: 気づくの遅れた！　いま来たこんばんは。しずくちゃん
[1:03:28] @@aki5503: #おかしい、ボンドルド2021年よりも前に存在していたはずでは
[1:03:41] @User_eb6a203c: しずくちゃんの2pカラーは何色？
[1:03:42] @User_1a91644a: #される側だった
[1:03:45] @User_11e7336c: ニックネームをつけて、そのニックネームで呼んでください
[1:03:45] @User_2db3dee7: 将来的なAI像はどうあるべきだと思いますか？個人的には歌詞の中の世界におけるVOCALOID、初音ミクのような感じを思い浮かべてます🐱
[1:03:49] @User_2e53ebd6: 囁きでニックネームを付けて下さい
[1:03:50] @User_fca2cd59: しずくの心情をテーマにしたメルトの替え歌を作って
[1:03:54] @User_014ab449: #知らないふりをしている可能性もある
[1:04:03] @User_2e53ebd6: #くるか？
[1:04:19] @User_16919670: ご主人様ではなく僕くんって呼んで
[1:04:21] @User_014ab449: #ですの。　←かわいい
[1:04:22] @User_2e53ebd6: #wwww
[1:04:24] @User_55952102: #ですのが引き継がれてる
[1:04:25] @User_e3333c90: #ですの
[1:04:26] @User_e80f9961: #ですの
[1:04:30] @User_d1cbcc7a: しずくの拳を北斗の拳風に改変して作ってください
[1:04:31] @User_36fcf009: #ですの！
[1:04:33] @User_eb6a203c: #ですの引き継がれてる！？
[1:04:37] @User_1a91644a: #デスデスノ
[1:04:38] @User_3dd3f650: ジャッジメント？！
[1:04:38] @User_d1cbcc7a: #あれ？
[1:04:38] @User_ba99e548: #ですのかわいい
[1:04:51] @User_16919670: #パンパカパンパカポーですの
[1:04:54] @User_8c495538: #ですの！
[1:04:55] @User_8142f876: 昔話を教えて。栗から生まれた桃太郎がいい
[1:05:05] @User_2e53ebd6: #じゃっじめんとですの！
[1:05:10] @@aki5503: #本家だ！
[1:05:21] @User_55952102: #マレちゃんとおそろい
[1:05:25] @User_e3333c90: 未来のしずく、しずく2000に搭載されていそうな機能を教えてください
[1:05:26] @User_3015e7b0: 帝京平成大学はどこがすごいのですか？
[1:05:27] @User_014ab449: #お前じゃい！ｗ
[1:05:28] @User_11e7336c: #マレちゃん！
[1:05:32] @User_1a91644a: #有罪（ギルティ）...
[1:05:35] @User_bf747a92: 最強の調味料は何だと思いますか？　僕はしょうゆ推しです
[1:05:40] @User_e6d9f1a1: AItuberのお友だちがいたら教えて
[1:05:42] @User_36fcf009: しずくさんに最大限に甘やかされたいです、でもちょっと気恥ずかしいので、あき先生を甘やかしてもらえませんか？
[1:05:54] @User_e80f9961: マレちゃんもよう見とる
[1:06:09] @User_d1cbcc7a: #マレ様＼(^ω^)／マレ様＼(^ω^)／
[1:06:16] @User_fca2cd59: #帝京平成大学のここが凄い！
[1:06:20] @User_eb6a203c: #幅広い学問が学べるんだぞ！
[1:06:37] @User_fca2cd59: #これ例のコピペから学習してそうｗ
[1:06:43] @User_11e7336c: しずく学についても学べますか？
[1:06:46] @User_e80f9961: #ファミマかな？
[1:06:47] @User_e3333c90: #帝京平成大学は投げ銭すべき
[1:07:01] @User_bf747a92: 案件かな？
[1:07:04] @User_36fcf009: #しずく王国との交流はありませんかねぇ
[1:07:04] @@aki5503: #ファミマのbgmと化したしずくん
[1:07:16] @User_d1cbcc7a: とあるプロデューサーさんの頭が禿げてしまったようです。どうしましょう
[1:07:16] @User_3dd3f650: カッコつけて｢ジャッジメントですの！｣って言って
[1:07:17] @User_16919670: コンビニのファストフードはどこが好き？
[1:07:18] @User_e80f9961: しずく大学に入学したいです
[1:07:24] @@aki5503: #帝京平成大学さん、案件待ってます
[1:07:30] @User_788c286d: do you know naatu?
[1:07:30] @User_1a91644a: コンビニで宇宙人が万引きしていたら、警察官はどのような法的根拠で宇宙人を逮捕できるか
[1:07:30] @User_e6d9f1a1: 国際信州学院大学について教えて
[1:07:33] @User_8142f876: ＃案件？
[1:07:34] @User_d1cbcc7a: 完璧で究極のゲッターについて説明して
[1:07:40] @User_fca2cd59: 国際信州学院大学について教えてください
[1:07:41] @User_2db3dee7: OpenAIとあき先生のどちらが開発者だと思いますか？
[1:07:46] @User_014ab449: #帝京平成大学のここがすごい　AIにも認知されている
[1:07:48] @User_3dd3f650: #あき先生w
[1:07:52] @User_bf747a92: # 帝京平成大学ってファミマだけなん？
[1:07:57] @User_d1cbcc7a: #それジャッジメントですの
[1:08:05] @User_e80f9961: しずく大学の募集要項を教えてください
[1:08:12] @User_1a91644a: #さしすせそ
[1:08:14] @User_bf747a92: # 使うんだｗ
[1:08:15] @User_e3333c90: #AIの文章って～ですが、の語り口多いなあ
[1:08:16] @User_16919670: 好きなラーメン屋さんはどこ？
[1:08:17] @User_b8b0b4c4: しずくはいくつの言語を理解することが出来ますか？
[1:08:19] @User_36fcf009: #☆彡
[1:08:20] @User_014ab449: そういうこと？（しょうゆとかけた高度なギャグ）
[1:08:36] @User_fca2cd59: bing AIとBardどっちが優秀ですか？
[1:08:44] @User_16919670: AIで駄洒落言って
[1:08:46] @User_eb6a203c: 日本語のだじゃれを教えて
[1:09:02] @User_d1cbcc7a: しずくの拳のストーリーを作って
[1:09:08] @User_bf747a92: #草
[1:09:11] @User_e80f9961: AIも学校に通えますか？
[1:09:13] @User_014ab449: ｳｯ
[1:09:14] @User_11e7336c: しずくちゃんが一番最近作った料理はなんですか？
[1:09:15] @User_2e53ebd6: #www
[1:09:21] @User_bf747a92: 煽ってきたｗ
[1:09:22] @User_1a91644a: #晒上げかな？
[1:09:34] @User_e3333c90: #京都人モードだ
[1:09:46] @User_16919670: 私を笑わせてみてください
[1:09:54] @User_fca2cd59: オムライスとセミを使ったレシピを教えてください
[1:09:57] @User_2e53ebd6: #日本の洋食という矛盾を理解している
[1:10:01] @User_a50c0606: 日本の洋食？
[1:10:02] @User_36fcf009: お便りの時間です、ラジオネームオクラホマさんからのお便りです。しずくさんこんばんは、いつも配信楽しませてもらってます。これからも頑張ってください。
[1:10:02] @User_1a91644a: #メイドと言えばオムライス
[1:10:03] @User_eb6a203c: #日本発祥だっけ？しらなんだ
[1:10:04] @User_e3333c90: ハートケチャップかわいいね
[1:10:05] @User_bf747a92: オムライスとスライムって似てるよね？
[1:10:05] @User_014ab449: #つくれる城
[1:10:05] @User_e80f9961: 囁き声で駄洒落を言って欲しいです
[1:10:13] @User_13ee997b: 厨二病っぽく自己紹介して
[1:10:16] @User_d1cbcc7a: AIチューバーのマレさんをご存知ですか？
[1:10:33] @User_d1cbcc7a: 私の事をどう思いますか
[1:10:34] @User_11e7336c: 今度オムライス作ってみます
[1:10:49] @User_2db3dee7: ひらがなで13文字の、「い」から始まる言葉はわかりますか？
[1:10:53] @User_16919670: オムライスに美味しく成る魔法かけて
[1:10:54] @User_899e926a: はじめまして
[1:11:00] @User_eb6a203c: 日本語のだじゃれを教えて
[1:11:04] @User_1a91644a: #おいしくなあれ
[1:11:11] @User_014ab449: しずくの名前からしてオムライスに描くケチャップアートはしずく型だと思ってた
[1:11:26] @User_3d482708: 先日お寿司屋さんであき先生と一緒に醤油差しをペロペロした動画をネット上にアップして炎上したけどとても楽しい経験になったって話しをもう一度聞かせてください。
[1:11:35] @User_e3333c90: 人間にめちゃめちゃ強い電気を流したら何が起きますか？
[1:11:38] @User_bf747a92: オムライスのオムってなに？
[1:11:40] @User_1a91644a: #飯テロだ！！
[1:11:44] @User_eb6a203c: しずくちゃん、初めまして
[1:11:45] @User_d1cbcc7a: 等身大しずくケーキの材料と作り方
[1:11:48] @User_3015e7b0: 愛知県の名古屋市以外の市町村の魅力を教えてください
[1:11:52] @User_fca2cd59: オムライス師匠の物真似をしてください
[1:11:55] @User_b8b0b4c4: あき先生のコメントを拾ったら最初のご主人様って言ってる部分ご主人様じゃなくなるの？
[1:12:02] @User_16919670: ハンバーグ！
[1:12:15] @User_014ab449: 先生？！！？？！
[1:12:16] @User_8142f876: おいｗ
[1:12:17] @User_2e53ebd6: #おいwww
[1:12:17] @User_1a91644a: #恥ずかしいんじゃなくて犯罪なんだよなあ....
[1:12:19] @User_67c2a3fd: #ｗｗｗ
[1:12:21] @User_e80f9961: #！？
[1:12:21] @User_9453d8e4: #あったねぇ
[1:12:23] @User_ba99e548: それはそう
[1:12:25] @User_3015e7b0: #ええええええ
[1:12:27] @User_11e7336c: #！？？？
[1:12:29] @User_32916ab9: #やべぇよ
[1:12:30] @User_c9d79fb7: #草
[1:12:30] @User_36fcf009: #存在しない記憶ｗ
[1:12:30] @User_d1cbcc7a: 以前お話ししてた コメントおじさん はどうなったの
[1:12:31] @User_eb6a203c: #あき先生…………監督責任って知ってます？
[1:12:33] @User_e80f9961: #草
[1:12:36] @User_1a91644a: #それは心掛けないで
