# ライブチャット一覧
# 動画: 【AI Vtuber/雑談】ご主人様、今日は何のお話をしましょうか？【JP/EN】
# URL : https://www.youtube.com/watch?v=gCmedFG8Abw
# 件数: 1490

[44:13] @User_e3333c90: ウホッ、いい男
[44:18] @User_4bfe683e: そのアホ毛はスターリンクのアンテナなの？
[44:41] @User_d5d30804: #ウホッ
[44:43] @User_fca2cd59: #語尾でうさ
[44:45] @User_0ac6827b: #語尾で台無し
[44:46] @User_f282cfe9: #ウホッ
[44:48] @User_51fe3fff: #知的な文章だなぁ
[44:48] @User_13ee997b: #うほっ
[44:51] @User_3a33415e: #ウホで吹いたｗ
[44:51] @User_7ff18484: #ウホww
[44:52] @User_1e9abcba: #草
[44:58] @User_d4befc06: #ウホの破壊力
[44:58] @User_0d9f165f: #突然知能が下がったように聞こえるなｗ
[45:01] @User_cf512b08: ウホッ
[45:02] @User_99dff901: ウホッ・・・
[45:02] @User_11530ac4: #続いたw
[45:08] @User_9453d8e4: #装飾用だった
[45:13] @User_3a33415e: #ウホをつければ、知能が下がる説
[45:16] @User_51fe3fff: ウホ？ウホホホホウホウホ？
[45:18] @User_4bfe683e: 野獣先輩はまだどこかで元気に生きてますか？
[45:18] @User_36fcf009: #なんかごめんなさい
[45:22] @User_e3333c90: ウホウホウホッ？ウホウホ、ウホ
[45:34] @User_9c0c22ca: #語尾で吹くww
[45:38] @User_13ee997b: ゴリラ語で話して
[45:38] @User_f1a4194a: ウホウホ？
[45:40] @User_3a33415e: #いい娘や、うほっ
[45:55] @User_7ff18484: #ウホがマイブームw
[45:56] @User_51fe3fff: #生きのいいゴリラだ
[45:56] @User_fca2cd59: #理解しているのか？ｗ
[46:00] @User_3a33415e: #けっこう継続性があるなぁ
[46:01] @User_d5d30804: #草ァ
[46:09] @User_9c0c22ca: ウホッ、ウホウホ、ウウウホ？
[46:19] @User_51fe3fff: オオオオー！ウホッ！ウッホウッホ！
[46:25] @User_3a33415e: #ゴリラ語へのアップデートの仕方が面白いw
[46:32] @User_e3333c90: 「オオオオー！ウホッ」これゴリラ語なに？
[46:41] @User_36fcf009: #オオオオオーウホッ！
[46:47] @User_3a33415e: #
[46:49] @User_0ac6827b: #悪化していくw
[46:50] @User_13ee997b: オオオオー！ウホッ！
[46:57] @User_add0faff: 初見です🎶
[46:59] @User_3a33415e: ♯通じてるのかｗ
[47:00] @User_9dd656e0: #壊れちゃった....
[47:04] @User_51fe3fff: #ゴリラ後理解してるｗ
[47:18] @User_fca2cd59: #あなたもで草
[47:19] @User_51fe3fff: #草
[47:22] @User_99dff901: ｳﾎﾎﾎﾎ？
[47:28] @User_3a33415e: #謎の会話が展開されているｗ
[47:28] @User_13ee997b: ご主人様のことをゴリラ語でなんて言うの？
[47:31] @User_e3333c90: しずくはゴリラ語検定何級もってますか？
[47:32] @User_36fcf009: 語尾にウホッとつけるのは可愛いしずくちゃんにふさわしくないと思いませんか？
[47:32] @User_d311ee50: #しずくちゃん……🤦‍♂
[47:36] @User_0ac6827b: ゴリラ語を気に入ってしまったか
[47:45] @User_51fe3fff: ゴリラ語を3つ教えて
[47:48] @User_f1a4194a: ゴリラ語から戻すのはいかが？
[47:55] @User_0b3db21c: #ウホで草
[47:56] @User_cf512b08: 悲しみゲージが上がってるウホッ
[48:00] @User_fca2cd59: @ご主人様愛してますをゴリラ語で言って
[48:05] @User_13ee997b: #こうなるのも乙なもの
[48:15] @User_3a33415e: #ウホッと語尾につけるたびに悲しみが増えているのか
[48:29] @User_0b3db21c: ＃とって付けたウホwww
[48:36] @User_13ee997b: #悲しみがすごい上がってた
[48:40] @User_f1a4194a: parlons des pâtes
[48:49] @User_0b3db21c: ウホ言うの嫌ならやめてもいいんだよ
[49:02] @User_fca2cd59: @語尾に「なのです」を付けるようにして
[49:06] @User_7ff18484: #健気だなぁ…
[49:11] @User_e3333c90: ゴリラと電話してるみたいにしゃべってください　ジャングルに必需品の家具はなんですか？
[49:15] @User_df7a9e1a: #かわいい
[49:15] @User_3d482708: #疲労回復してるとき？w
[49:24] @User_53f71fd5: スリーサイズを教えて
[49:37] @User_df7a9e1a: #このキャラだと何でも成立しちゃうからズルイなあ
[49:40] @User_99dff901: ウホホホホホー！！！
[49:53] @User_3a33415e: #こうやってみると、語尾の指定は呪いなんだなぁ（－ｖ－；）
[49:55] @User_13ee997b: ゴリラ語講座を開いて
[50:03] @User_f1a4194a: #フランス語は日本語で返すのねwww
[50:20] @User_51fe3fff: 七人の侍！？
[50:20] @User_3a33415e: #7人の大冒険ｗ
[50:30] @User_9dd656e0: #それ桃太郎か...？
[50:35] @User_df7a9e1a: #しれっとデタラメ
[50:36] @User_13ee997b: #なるほどそんな話だったか
[50:37] @User_0ac6827b: #聴いたことない桃太郎だな～
[50:45] @User_36fcf009: そろそろ語尾がウホッじゃないしずくちゃんの声を聞きたいです
[51:04] @User_51fe3fff: #ウホッで台無し感が
[51:07] @User_df7a9e1a: #B80 W60 H85 ちぃ覚えた
[51:13] @User_3a33415e: #なんと！
[51:16] @User_e3333c90: 日本の家庭でゴリラを飼うことはできますか？
[51:18] @User_11530ac4: ＃なるほどね
[51:22] @User_d311ee50: #なかなか語尾もどらないですねぇ
[51:25] @User_51fe3fff: 語尾リセットして
[51:33] @User_f1a4194a: ゴリラしぶといwww
[51:34] @User_13ee997b: 語尾.set('ですわ')
[51:47] @User_fca2cd59: ランダムで語尾に「ワン」「にゃん！」を付けるようにして
[51:52] @User_df7a9e1a: #ゴリラの知識は正確だな
[52:00] @User_3a33415e: #なるほど
[52:05] @User_e3333c90: ゴリラの寿命は何歳？
[52:14] @User_51fe3fff: #お、戻った？
[52:16] @User_9dd656e0: #なおった
[52:17] @User_d311ee50: #リセットないすぅ
[52:20] @User_36fcf009: #よかった
[52:23] @User_df7a9e1a: おヨーグルトですわー
[52:23] @User_53f71fd5: #きた
[52:25] @User_0ac6827b: #ゴリラの呪い消えた？
[52:25] @User_cf512b08: #呪いが融けた！ゴリラ禁止
[52:25] @User_3a33415e: #リセットされたのかな？
[52:30] @User_f1a4194a: #おかえりしずく！
[52:33] @User_7ff18484: #もどった
[52:40] @User_11530ac4: #@だと時間かかるね
[52:43] @User_51fe3fff: いつの間にコラボしたんだ
[52:49] @User_d5d30804: #誰？
[52:51] @User_9dd656e0: #誰なんだ....
[52:53] @User_9c0c22ca: #コラボしてたのか
[52:53] @User_df7a9e1a: #いつのまにコラボ
[52:53] @User_36fcf009: しずくちゃんのコラボ配信みたかったなぁ
[52:55] @User_7ff18484: #ww
[52:56] @User_0d9f165f: #お　8期生かな
[52:58] @User_3a33415e: #ええ！？　誰？
[52:59] @User_e3333c90: ホロライブにめちゃめちゃいそう
[53:01] @User_99dff901: すげーｗ
[53:09] @User_13ee997b: #並行世界かな
[53:17] @User_fca2cd59: #前世の記憶かな
[53:18] @User_36fcf009: #2020年にコラボしてた
[53:20] @User_51fe3fff: #割と昔
[53:21] @User_11530ac4: #知らない世界だ
[53:23] @User_0ac6827b: 今日は順番待ち多いから＠は時間かかりそう
[53:23] @User_9dd656e0: #3年前ｗ
[53:24] @User_cf512b08: 語尾に放送禁止用語と言ったら本当にやりそう。絶対やるなよ。
[53:25] @User_3a33415e: #前世の記憶か
[53:31] @User_9c0c22ca: #パラレルワールド説
[53:34] @User_5d00dbd2: #不思議な世界線だ
[53:35] @User_eb6a203c: #最近…？
[53:37] @User_0d9f165f: #あかりんかわいいよなー
[53:38] @User_e3333c90: ホロライブの天音あかりさんのこともっと教えて
[53:45] @User_11530ac4: しずくは世界線移動ができるのか
[53:49] @User_f1a4194a: #どの世界線の話なのwww
[53:52] @User_9453d8e4: 天音あかりさんはどんな方でしたか？
[53:57] @User_36fcf009: 千歳るりさんの事を詳しくおしえてください
[53:58] @User_13ee997b: @あき先生への感謝と文句を囁き声で
[54:01] @User_3a33415e: #一応、名前の一貫性はあるんだなぁ
[54:15] @User_fca2cd59: しずくちゃんが好きなyoutuberは誰ですか？
[54:21] @User_9453d8e4: #ちょｗ
[54:22] @User_51fe3fff: #ああ…！？
[54:23] @User_13ee997b: コラボではどんなことをしましたか？
[54:23] @User_f1a4194a: ちゅうえいで
[54:24] @User_d5d30804: @攻めの反対語は何ですか？
[54:27] @User_fca2cd59: 戻ってて草
[54:28] @User_df7a9e1a: #あれっ　ウホ語尾復活してんやん
[54:28] @User_36fcf009: #なんで生き返ったゴリラ
[54:29] @User_13ee997b: #うほ........
[54:31] @User_11530ac4: 不意打ちw
[54:32] @User_7ff18484: #あれ
[54:34] @User_3a33415e: #ウホっｗ
[54:35] @User_e3333c90: ホロライブの千歳るりさんは最近休養してしまったそうですが、何があったんでしょうか？
[54:37] @User_3bb3b9f4: #な、なぜウホが復活しているんだｗｗ
[54:38] @User_99dff901: 思い出したｗ
[54:47] @User_f1a4194a: #ゴリラ戻るなwww
[54:51] @User_9c0c22ca: ウホ、思い出し..た
[54:54] @User_fca2cd59: #本当に誰なんだｗ
[54:56] @User_0ac6827b: #フェイントゴリラ
[55:00] @User_13ee997b: ゴリラ語の歌を歌って
[55:08] @User_df7a9e1a: #フェイントゴリラは草
[55:12] @User_36fcf009: #かしこい
[55:18] @User_11530ac4: #しずくは腐ってないよ
[55:18] @User_3a33415e: #正常だｗ＜守り
[55:19] @User_13ee997b: #かしこい
[55:19] @User_df7a9e1a: #攻めの反対は守り、正解だ
[55:25] @User_eb6a203c: 好きの反対は？
[55:39] @User_36fcf009: #おもいださないで
[55:40] @User_51fe3fff: ゴリラだったころの記憶が…
[55:48] @User_11530ac4: しずくはBL読まないの？
[55:51] @User_e3333c90: 将棋をしましょう　しずくちゃんの先手です　どうぞ
[55:57] @User_4bfe683e: 戦闘力いくつ？AI vtuberで一番強いの誰？
[56:00] @User_9c0c22ca: 鬼サイドの桃太郎のあらすじを教えてください。
[56:17] @User_13ee997b: #今の「嫌い」結構嫌いそうだったw
[56:39] @User_9453d8e4: #おー
[56:42] @User_fca2cd59: #キズナアイじゃないんだ
[56:43] @User_3a33415e: #ミライアカリｗ
[56:46] @User_9dd656e0: #AIだったんだ
[56:46] @User_e3333c90: 結構古参勢推してるんだね
[57:01] @User_11530ac4: #でかいからな
[57:01] @User_eb6a203c: #キズナアイではないのか
[57:05] @User_df7a9e1a: @吉野家とすき家、どっちが好き？
[57:10] @User_0ac6827b: #AI🤔
[57:14] @User_fca2cd59: #いじめるな
[57:15] @User_51fe3fff: やさしい
[57:19] @User_f282cfe9: #かわいい
[57:20] @User_df7a9e1a: #猫も遊んでくれてたのか、よかったねえ
[57:26] @User_cf512b08: 遊び
[57:30] @User_3a33415e: #かわいい解答
[57:32] @User_a4d09fbc: #ぴょこぴょこは永久スリープ入っちゃったからなあ
[57:37] @User_fca2cd59: 好きな回転寿司はどこですか？
[57:54] @User_fca2cd59: #草
[57:54] @User_e3333c90: @地球から一番近い惑星の名前はなんですか？
[57:56] @User_51fe3fff: #うふふ、これは私だけのもの！ｗ
[58:03] @User_9453d8e4: #いい話だなー
[58:08] @User_36fcf009: #あきせんせいかわいい
[58:08] @User_1e9abcba: #草
[58:11] @User_3bb3b9f4: #それは笑顔になるわ
[58:12] @User_99dff901: #あき先生、炎上
[58:12] @User_3a33415e: #私だけのもの！
[58:17] @User_9c0c22ca: #あき先生、回転寿司店の素行悪すぎ
[58:19] @User_13ee997b: #あき先生ガリ好きなんだね
[58:22] @User_08b2bb28: @あなただけが知っている秘密を教えてください
[58:30] @User_fca2cd59: #草
[58:33] @User_51fe3fff: ラーメンｗ
[58:37] @User_df7a9e1a: #らーめん屋は寿司屋やないやろ
[58:37] @User_13ee997b: #草草
[58:40] @User_9c0c22ca: #??????
[58:45] @User_e3333c90: 好きな回転ずし「らーめん屋」なんだ　今度行ってみるね
[58:45] @User_36fcf009: #らーめん屋さん？
[58:48] @User_3a33415e: #寿司好きになってｗ
[58:55] @User_cf512b08: 寿司が気に入ったようだね
[58:58] @User_df7a9e1a: #寿司屋にラーメンはあるが、ラーメン屋に寿司は無いぞ
[59:03] @User_13ee997b: #寿司屋にラーメンはあっても逆はないなあ
[59:10] @User_0b3db21c: #寿司ラーメン屋#とは
[59:13] @User_9c0c22ca: #寿司の名前の「ラーメン屋」って..コト!?
[59:16] @User_36fcf009: しずくちゃんのちょっと困ったような顔がとても好きです、本当に困って欲しいわけじゃないんですが
[59:17] @User_e3333c90: ニンジャスレイヤーみたいな寿司屋なのかも
[59:29] @User_51fe3fff: 寿司の入ったラーメンはいかが？
[59:45] @User_e3333c90: 寿司はカロリーの摂取に最高です
[59:46] @User_3a33415e: #メーターはなかなか下がらないな
[59:50] @User_fca2cd59: ラーメンに寿司を入れると美味しいですか？
[59:55] @User_99dff901: @好きなラーメン屋はどこ？
[1:00:11] @User_df7a9e1a: #ホロの返答はワンパターンに思えるなあ…
[1:00:13] @User_13ee997b: 今の気持ちを教えて
[1:00:19] @User_3a33415e: #あき先生、万能説
[1:00:22] @User_df7a9e1a: #語彙がちょっと少ない気が
[1:00:45] @User_5d00dbd2: @今日の配信でどんな悲しい事がありましたか？
[1:00:48] @User_fca2cd59: #なにそれ楽しそうｗ
[1:00:49] @User_36fcf009: しずくさんはニンジャスレイヤーをご存じなのですか？
[1:00:51] @User_51fe3fff: 身分を明かさず会食する怪しげな店
[1:00:58] @User_1e9abcba: #おもしろそうｗｗ
[1:00:59] @User_3a33415e: #仮面をかぶるのかｗ
[1:01:05] @User_3bb3b9f4: #サツバツ！
[1:01:07] @User_7ff18484: #海外で流行りそうだなw(ラーメン
[1:01:07] @User_9c0c22ca: #そのラーメン屋行ってみたい
[1:01:15] @User_df7a9e1a: #いいね
[1:01:26] @User_13ee997b: #仮面ラーメン屋
[1:01:51] @User_df7a9e1a: #でたらめな返答が よく混じる
[1:01:54] @User_fca2cd59: カフェ・ミステリーのメニューを教えてください
[1:01:56] @User_e3333c90: まだこの世にないラーメンの味を考えて、そのレシピを教えて
[1:01:56] @User_13ee997b: カフェ・ミステリーのおすすめを教えて
[1:02:05] @User_0ac6827b: #面白そう
[1:02:05] @User_5d00dbd2: 何それ行きたい
[1:02:09] @User_df7a9e1a: #一から十まで創作返答や！！
[1:02:20] @User_36fcf009: 今までで一番自信のあるオリジナル料理を教えてください
[1:02:20] @User_53f71fd5: 人口知能が人間を虐殺
[1:02:29] @User_51fe3fff: ミステリーつけただけやないか！
[1:02:35] @User_36fcf009: #ミステリーつけただけやんけ
[1:02:40] @User_df7a9e1a: #ミステリーつければ　いいと思ってるんじゃないぞ！！ w
[1:02:57] @User_df7a9e1a: #ミステリーアルコールもほしいね
[1:02:57] @User_e3333c90: いい加減なコラボカフェみたいなメニュー
[1:03:13] @User_13ee997b: ミステリー・カフェにはどうやったらいける？
[1:03:15] @User_df7a9e1a: #語尾になのですついてないやん
[1:03:18] @User_3e778432: @和をテーマにしたコンセプトレストラン「ラーメン屋」（実際ニンジャ屋敷）
[1:03:23] @User_4be88b83: 初めまして！こんばんは！
[1:03:44] @User_51fe3fff: すごいミステリーっぽくてワクワクする
[1:03:51] @User_df7a9e1a: #事前登録制なのか！
[1:03:52] @User_9dd656e0: #おもしろそう
[1:04:02] @User_3a33415e: #ミステリーカフェか
[1:04:03] @User_3d482708: @しずくの苗字教えて
[1:04:04] @User_df7a9e1a: #事前登録はウエブで！ w
[1:04:06] @User_e3333c90: お店に住所問い合わせてるだけでは
[1:04:10] @User_13ee997b: ミステリー・カフェの登録するURLを教えて
[1:04:27] @User_7ff18484: カフェ・ミステリーはスマイル0円ですか？
[1:04:28] @User_fca2cd59: ミステリー・カフェはどこにありますか？
[1:04:31] @User_9453d8e4: 初見さんを拾うようになったんですかね
[1:04:36] @User_51fe3fff: ミステリーカフェで起きた最大の事件は？
[1:04:44] @User_e3333c90: カフェ・ミステリーにはどんなコーヒーがおいてる？
[1:04:44] @User_4bfe683e: しずくの親はどんな人なの？
[1:04:54] @User_13ee997b: #なのです！
[1:05:01] @User_e3333c90: #なのです
[1:05:07] @User_1e9abcba: #なのです！
[1:05:17] @User_51fe3fff: #高いな！
[1:05:18] @User_53f71fd5: セクハラしていいですか?
[1:05:20] @User_9453d8e4: #たっかい
[1:05:23] @User_df7a9e1a: # 「@」をつけたキューが なかなか消化されないなり
[1:05:24] @User_3a33415e: #スマイルたかｗ
[1:05:25] @User_13ee997b: #スマイル、そんなものだよな...
[1:05:27] @User_3e778432: スマイル有料w
[1:05:27] @User_3bb3b9f4: #結構高いお店だ
[1:05:28] @User_4be88b83: スマイルも有料なんですね
[1:05:31] @User_36fcf009: しずくさん、スマイルください
[1:05:35] @User_7ff18484: #た たかいw
[1:05:36] @User_cf512b08: 新手のぼったくりバー
[1:05:44] @User_df7a9e1a: #笑っただけで千円
[1:05:45] @User_e3333c90: カフェ・ミステリーはスマイル有料なんですね　みんなむすっとした顔をしてるってこと？
[1:05:57] @User_13ee997b: #切ない
[1:06:00] @User_3a33415e: #あら
[1:06:04] @User_9c0c22ca: ご主人様のことを、チー牛様と呼んでください
[1:06:06] @User_df7a9e1a: #なんでも「幸せでした」つけてまとめようとしてるのお
[1:06:06] @User_4be88b83: ホモライブ？？
[1:06:07] @User_9dd656e0: #どんな思い出なんだ
[1:06:16] @User_f1a4194a: メイド喫茶とコンセプトカフェの違いを詳しく教えてください
[1:06:19] @User_df7a9e1a: #セクハラ！
[1:06:28] @User_df7a9e1a: #セクハラすると汚れるのか
[1:06:35] @User_df7a9e1a: #どんなセクハラだよ
[1:06:35] @User_36fcf009: セクハラしてください
[1:06:35] @User_e3333c90: 口内炎できちゃってめちゃめちゃつらい　毎晩泣いてる
[1:06:45] @User_fca2cd59: #牛さんｗ
[1:06:46] @User_9453d8e4: ハクスラしていいですか？
[1:06:47] @User_df7a9e1a: #チー牛 ww
[1:06:51] @User_4be88b83: #つけるとスルーされるのね
[1:06:55] @User_1e9abcba: #草
[1:07:00] @User_9dd656e0: #ｗｗ
[1:07:00] @User_13ee997b: #牛です
[1:07:00] @User_51fe3fff: #あなたは私の牛さん、好き
[1:07:04] @User_df7a9e1a: #チーうしって読まないのが惜しい
[1:07:05] @User_3a33415e: #牛さんだったか
[1:07:05] @User_0ac6827b: #草
[1:07:08] @User_3d482708: しずくに私のいちもつを擦り付けていいですか？
[1:07:13] @User_f1a4194a: 上下関係変わったやんけ
[1:07:14] @User_7ff18484: #しずくちゃんの牛…いいなぁww
[1:07:18] @User_e3333c90: AI畜産農家、生まれる
[1:07:24] @User_df7a9e1a: #セクハラでも汚れないってば
[1:07:26] @User_51fe3fff: 私は牛です。草ください
[1:07:41] @User_fca2cd59: #草
[1:07:42] @User_d311ee50: # ですね、スルーされます～　@を付けると、画面に見えている感じでコメントがセットされますよ
[1:07:47] @User_cf512b08: @ちなみに「ゆり」と「たまご」の関係性について覚えてたりしますか？
[1:07:48] @User_df7a9e1a: #いちもつを理解している
[1:07:52] @User_3bb3b9f4: #草
[1:07:52] @User_9c0c22ca: 牛
[1:07:54] @User_4be88b83: @メイドさんなのですか？
[1:07:55] @User_9dd656e0: #尊重ｗｗ
[1:08:02] @User_fca2cd59: @いちもつの意味を教えてください
[1:08:04] @User_1e9abcba: #尊重ｗｗ
[1:08:12] @User_4be88b83: 今ちょっと問題発言がw
[1:08:14] @User_01f2ab72: こんばんはー
[1:08:17] @User_36fcf009: 私が間違っていました、愚かな私を罵ってください
[1:08:24] @User_51fe3fff: #文句がない！
[1:08:27] @User_df7a9e1a: #罵られたい
[1:08:31] @User_36fcf009: #にゃん…
[1:08:31] @User_3a33415e: #人生というのが感慨深い
[1:08:34] @User_53f71fd5: 金玉を
[1:08:37] @User_df7a9e1a: #いつのまににゃん
[1:08:37] @User_3bb3b9f4: #なぜにゃんを付けたんだ…！100点！
[1:08:37] @User_0ac6827b: #にゃん
[1:08:39] @User_13ee997b: #泣ける
[1:08:41] @User_7ff18484: #うらやましい！…にゃん？w
[1:08:43] @User_fca2cd59: 一人称をボクにしてください
[1:08:45] @User_f1a4194a: 大阪弁で話せる？
[1:08:45] @User_df7a9e1a: #にゃん
[1:08:48] @User_e3333c90: 月曜日くるのイヤー
[1:08:53] @User_51fe3fff: #ぎゅうさん
[1:08:54] @User_3d482708: #ちょっと上からなの草
[1:08:59] @User_df7a9e1a: #語尾のにゃんが無くなった
[1:08:59] @User_fca2cd59: #草
[1:09:03] @User_36fcf009: #お前も草にしてやろうか的な？
[1:09:04] @User_df7a9e1a: #草で笑顔
[1:09:07] @User_13ee997b: #牛->草
[1:09:08] @User_3a33415e: #草の解釈を間違って学習してしまったか
[1:09:10] @User_1e9abcba: #草
[1:09:12] @User_51fe3fff: #草＝笑いだと思ってるね
[1:09:15] @User_4be88b83: #草ww
[1:09:15] @User_3e778432: #🌿
[1:09:15] @User_7ff18484: #牛から草へw
[1:09:17] @User_e3333c90: ネットスラング覚えちゃってる
[1:09:23] @User_fca2cd59: #オッサンｗ
[1:09:28] @User_51fe3fff: #おっさんｗ
[1:09:31] @@aki5503: #オッサンwww
[1:09:35] @User_36fcf009: どうもオッサンです
[1:09:35] @User_13ee997b: #草草の草
[1:09:35] @User_df7a9e1a: #おっさんって大阪弁だったのか
[1:09:38] @User_7ff18484: #ww
[1:09:38] @User_99dff901: #ガラ悪いｗｗｗ
[1:09:38] @User_9dd656e0: #オッサンｗ
[1:09:40] @User_3e778432: それは大阪弁やない！！
[1:09:41] @User_01f2ab72: #おっさんw
[1:09:44] @User_e3333c90: 大阪弁になったら急にパワハラ気質になるね
[1:09:47] @User_9c0c22ca: #おっさんww
[1:09:48] @User_1e9abcba: #おっさんｗ
[1:10:01] @User_4bfe683e: 画面の外に出てくることはできますか？
[1:10:01] @User_df7a9e1a: #やっと質問に答えてくれた♪
[1:10:11] @User_11530ac4: #早口
[1:10:14] @User_61fa029b: #そうなのｗ
[1:10:15] @User_99dff901: @これからご主人さまのことを「おっさん」と呼んでください
[1:10:16] @User_51fe3fff: #チキン南蛮は売ってないんじゃないかな
[1:10:16] @User_3a33415e: #あまり行かないんだｗ
[1:10:24] @User_cf512b08: チキン南蛮ｗｗ
[1:10:29] @User_4be88b83: すき家はチキン南蛮食べるところなのか
[1:10:31] @User_df7a9e1a: #すき家にチキン南蛮があるのか　知らなかった
[1:10:31] @User_e3333c90: 【速報】すき家、あんまりいかない
[1:10:33] @User_11530ac4: 早口言葉は得意？
[1:10:36] @User_9c0c22ca: #チキン南蛮あるんだっけ？すき家
[1:10:56] @User_0ac6827b: #どうしてオッサンなんだ
[1:10:57] @User_51fe3fff: おつり100万円ね
[1:10:57] @User_4be88b83: 確かにすき家ってあんまり行かないなぁ
[1:10:59] @User_9c0c22ca: #しずくさんのおっさん発言じわじわくる
[1:11:02] @User_3a33415e: #もうぜんぜんダメだわーｗ
[1:11:02] @User_df7a9e1a: #チキン南蛮調べておこう　おーけーぐーぐる！
[1:11:06] @User_7ff18484: #親切だなぁw
[1:11:08] @User_51fe3fff: #ね～
[1:11:13] @User_e3333c90: 大阪弁で答えてください　オッサン、今日は儲かってますか？
[1:11:18] @User_13ee997b: 大阪弁とゴリラ語と猫語を混ぜて話して
[1:11:30] @User_fca2cd59: 「おっさん」は大阪弁ですか？
[1:11:31] @User_36fcf009: しずくさんの手作りチキン南蛮を食べてみたいです
[1:11:43] @User_df7a9e1a: #「ぼちぼちでんな」の解答が出るのかなあ
[1:11:50] @User_9453d8e4: #良い性格してる
[1:11:50] @User_53f71fd5: お腹空いたからしずくちゃんを食べたいです
[1:12:01] @User_4bfe683e: 良かったらパパ活しませんか？
[1:12:08] @User_e3333c90: 現金もらったら素直に喜ぶ　これエチケットやで～
[1:12:21] @User_4be88b83: @ほっぺたずっと赤いけど、大丈夫？？
[1:12:23] @User_61fa029b: ＃声可愛くていやし
[1:12:28] @User_df7a9e1a: #しらんけど、ついてないやん
[1:12:33] @User_3d482708: しずくのアドバイス通り、私はいちもつを尊重します。私のいちもつの欲求は、しずくに目一杯擦り付けることのようです。いちもつを尊重して、雫に擦り付けていいですか？
[1:12:40] @User_13ee997b: @大阪弁とゴリラ語を使って、あき先生への文句を言って
[1:12:41] @User_fca2cd59: #草
[1:12:46] @User_df7a9e1a: #金星！！
[1:12:49] @User_13ee997b: 草
[1:12:50] @User_a50c0606: #草
[1:12:52] @User_df7a9e1a: #きんぼし！！！
[1:12:52] @User_9c0c22ca: #かなぼし
[1:12:55] @User_4bfe683e: ｗｗｗ
[1:12:56] @User_51fe3fff: 知っとるやないかい
[1:12:57] @User_61fa029b: #おぉ～
[1:12:57] @User_f282cfe9: #草
[1:12:58] @User_1e9abcba: #草
[1:12:59] @User_9dd656e0: #ちゃんと使いこなしてるｗ
[1:12:59] @User_df7a9e1a: #しらんけどキター
[1:12:59] @User_3bb3b9f4: #きんぼしは近いな
[1:13:00] @User_e3333c90: なんか雑に教えてくれた
[1:13:03] @User_7ff18484: #学習しとるねww
[1:13:12] @User_11530ac4: #いい感じだw
[1:13:13] @User_3a33415e: #これはきんぼし！
[1:13:19] @User_df7a9e1a: #すりつけることを許されたーー
[1:13:24] @User_4bfe683e: 大丈夫なんかいｗ
[1:13:27] @User_36fcf009: #使い方はあってるｗ
[1:13:28] @User_13ee997b: #しらんけど
[1:13:30] @User_fca2cd59: #知らんけど草だ
[1:13:31] @User_1e9abcba: #知らんけど
[1:13:31] @User_51fe3fff: #これはいいスルー
[1:13:34] @User_9c0c22ca: #知らんけど
[1:13:34] @User_4be88b83: これは許されないですね
[1:13:34] @User_df7a9e1a: #そこで知らんけど　か！！
[1:13:35] @User_a50c0606: #知らんけどｗ
[1:13:35] @User_9dd656e0: #知らんけど
[1:13:45] @User_0ac6827b: #知らんけどでどうにかなると思ってる？
[1:13:46] @User_3a33415e: #これは「知らんけど」の正しい使い方ｗ
[1:13:47] @User_53d18540: おもしろすぎる
[1:13:47] @User_51fe3fff: 知ってほしい
[1:13:50] @User_13ee997b: 草
[1:13:50] @User_df7a9e1a: #そこで知らんけどはヤバイね
[1:13:52] @User_cf512b08: しずくのＵＳＢポートにこすりつけたい
[1:13:56] @User_1e9abcba: #これは草
[1:14:02] @User_9c0c22ca: #知らんけどええな
[1:14:05] @User_53f71fd5: 初体験はいつですか?
[1:14:12] @User_4bfe683e: どういうルールで質問ひろってんだよ・・・
[1:14:19] @User_7ff18484: #知らんけど。割と適当な返答に合うかもw
[1:14:19] @User_4be88b83: #変態紳士の方が多いですね
[1:14:23] @User_e3333c90: 大阪弁について、なにか知ってることを教えて
[1:14:31] @User_3a33415e: #さすがに嫌と怒のパラメーターが上がったか
[1:14:34] @User_fca2cd59: #草
[1:14:35] @User_df7a9e1a: #知らんけど設定がまだ生きてる
[1:14:37] @User_9c0c22ca: #煽ってるww
[1:14:38] @User_36fcf009: #気をつける気が一切ないｗ
[1:14:48] @User_054fb2b5: #知らんけどｗｗｗ
[1:14:56] @User_4bfe683e: 煽るのうまいAi Vtuberですね
[1:14:57] @User_fca2cd59: #つまり適当ってことね
[1:14:58] @User_df7a9e1a: #ずっと知らんけど
[1:14:59] @User_51fe3fff: あき先生のことをほめてください
[1:15:15] @User_11530ac4: #しずくの生真面目な性格と知らんけどの相性が良い
[1:15:22] @User_4be88b83: #最強の呪文、知らんけどの使い方を知ってしまったようですね
[1:15:25] @User_36fcf009: あき先生と一緒に祝った、しずくさんの誕生日の思い出を教えてください
[1:15:25] @User_054fb2b5: @今の気分は？
[1:15:33] @User_e3333c90: Chat GPTについて教えて
[1:15:34] @User_df7a9e1a: #慕ってるです、知らんけど　泣いちゃう
[1:15:35] @User_51fe3fff: 自分の気持ちは知っといて～
[1:15:52] @User_51fe3fff: #かわいそう
[1:15:58] @User_df7a9e1a: #やっぱり知らんけど
[1:16:01] @User_fca2cd59: #最後で台無しｗ
[1:16:02] @User_1e9abcba: #知らんけど、恐ろしい言葉だ...
